pokemon_id,name,descripction,hp,attack,defense,special-attack,special-defense,speed,img
346,cradily,La altura del pokemon 1.5 m y su peso es 60.4 kg,86,81,97,81,107,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png
347,anorith,La altura del pokemon 0.7 m y su peso es 12.5 kg,45,95,50,40,50,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png
348,armaldo,La altura del pokemon 1.5 m y su peso es 68.2 kg,75,125,100,70,80,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png
349,feebas,La altura del pokemon 0.6 m y su peso es 7.4 kg,20,15,20,10,55,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png
350,milotic,La altura del pokemon 6.2 m y su peso es 162.0 kg,95,60,79,100,125,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png
351,castform,La altura del pokemon 0.3 m y su peso es 0.8 kg,70,70,70,70,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png
352,kecleon,La altura del pokemon 1.0 m y su peso es 22.0 kg,60,90,70,60,120,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png
353,shuppet,La altura del pokemon 0.6 m y su peso es 2.3 kg,44,75,35,63,33,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png
354,banette,La altura del pokemon 1.1 m y su peso es 12.5 kg,64,115,65,83,63,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png
355,duskull,La altura del pokemon 0.8 m y su peso es 15.0 kg,20,40,90,30,90,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png
356,dusclops,La altura del pokemon 1.6 m y su peso es 30.6 kg,40,70,130,60,130,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png
357,tropius,La altura del pokemon 2.0 m y su peso es 100.0 kg,99,68,83,72,87,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png
358,chimecho,La altura del pokemon 0.6 m y su peso es 1.0 kg,75,50,80,95,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/358.png
359,absol,La altura del pokemon 1.2 m y su peso es 47.0 kg,65,130,60,75,60,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/359.png
360,wynaut,La altura del pokemon 0.6 m y su peso es 14.0 kg,95,23,48,23,48,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/360.png
361,snorunt,La altura del pokemon 0.7 m y su peso es 16.8 kg,50,50,50,50,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/361.png
362,glalie,La altura del pokemon 1.5 m y su peso es 256.5 kg,80,80,80,80,80,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/362.png
363,spheal,La altura del pokemon 0.8 m y su peso es 39.5 kg,70,40,50,55,50,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/363.png
364,sealeo,La altura del pokemon 1.1 m y su peso es 87.6 kg,90,60,70,75,70,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/364.png
365,walrein,La altura del pokemon 1.4 m y su peso es 150.6 kg,110,80,90,95,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/365.png
366,clamperl,La altura del pokemon 0.4 m y su peso es 52.5 kg,35,64,85,74,55,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/366.png
367,huntail,La altura del pokemon 1.7 m y su peso es 27.0 kg,55,104,105,94,75,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/367.png
368,gorebyss,La altura del pokemon 1.8 m y su peso es 22.6 kg,55,84,105,114,75,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/368.png
369,relicanth,La altura del pokemon 1.0 m y su peso es 23.4 kg,100,90,130,45,65,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/369.png
370,luvdisc,La altura del pokemon 0.6 m y su peso es 8.7 kg,43,30,55,40,65,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/370.png
371,bagon,La altura del pokemon 0.6 m y su peso es 42.1 kg,45,75,60,40,30,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/371.png
372,shelgon,La altura del pokemon 1.1 m y su peso es 110.5 kg,65,95,100,60,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/372.png
373,salamence,La altura del pokemon 1.5 m y su peso es 102.6 kg,95,135,80,110,80,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/373.png
374,beldum,La altura del pokemon 0.6 m y su peso es 95.2 kg,40,55,80,35,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/374.png
375,metang,La altura del pokemon 1.2 m y su peso es 202.5 kg,60,75,100,55,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/375.png
376,metagross,La altura del pokemon 1.6 m y su peso es 550.0 kg,80,135,130,95,90,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/376.png
377,regirock,La altura del pokemon 1.7 m y su peso es 230.0 kg,80,100,200,50,100,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/377.png
378,regice,La altura del pokemon 1.8 m y su peso es 175.0 kg,80,50,100,100,200,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/378.png
379,registeel,La altura del pokemon 1.9 m y su peso es 205.0 kg,80,75,150,75,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/379.png
380,latias,La altura del pokemon 1.4 m y su peso es 40.0 kg,80,80,90,110,130,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/380.png
381,latios,La altura del pokemon 2.0 m y su peso es 60.0 kg,80,90,80,130,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/381.png
382,kyogre,La altura del pokemon 4.5 m y su peso es 352.0 kg,100,100,90,150,140,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/382.png
383,groudon,La altura del pokemon 3.5 m y su peso es 950.0 kg,100,150,140,100,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/383.png
384,rayquaza,La altura del pokemon 7.0 m y su peso es 206.5 kg,105,150,90,150,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/384.png
385,jirachi,La altura del pokemon 0.3 m y su peso es 1.1 kg,100,100,100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/385.png
386,deoxys-normal,La altura del pokemon 1.7 m y su peso es 60.8 kg,50,150,50,150,50,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/386.png
387,turtwig,La altura del pokemon 0.4 m y su peso es 10.2 kg,55,68,64,45,55,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/387.png
388,grotle,La altura del pokemon 1.1 m y su peso es 97.0 kg,75,89,85,55,65,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/388.png
389,torterra,La altura del pokemon 2.2 m y su peso es 310.0 kg,95,109,105,75,85,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/389.png
390,chimchar,La altura del pokemon 0.5 m y su peso es 6.2 kg,44,58,44,58,44,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/390.png
391,monferno,La altura del pokemon 0.9 m y su peso es 22.0 kg,64,78,52,78,52,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/391.png
392,infernape,La altura del pokemon 1.2 m y su peso es 55.0 kg,76,104,71,104,71,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/392.png
393,piplup,La altura del pokemon 0.4 m y su peso es 5.2 kg,53,51,53,61,56,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/393.png
394,prinplup,La altura del pokemon 0.8 m y su peso es 23.0 kg,64,66,68,81,76,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/394.png
395,empoleon,La altura del pokemon 1.7 m y su peso es 84.5 kg,84,86,88,111,101,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/395.png
396,starly,La altura del pokemon 0.3 m y su peso es 2.0 kg,40,55,30,30,30,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/396.png
397,staravia,La altura del pokemon 0.6 m y su peso es 15.5 kg,55,75,50,40,40,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/397.png
398,staraptor,La altura del pokemon 1.2 m y su peso es 24.9 kg,85,120,70,50,60,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/398.png
399,bidoof,La altura del pokemon 0.5 m y su peso es 20.0 kg,59,45,40,35,40,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/399.png
400,bibarel,La altura del pokemon 1.0 m y su peso es 31.5 kg,79,85,60,55,60,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/400.png
401,kricketot,La altura del pokemon 0.3 m y su peso es 2.2 kg,37,25,41,25,41,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/401.png
402,kricketune,La altura del pokemon 1.0 m y su peso es 25.5 kg,77,85,51,55,51,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/402.png
403,shinx,La altura del pokemon 0.5 m y su peso es 9.5 kg,45,65,34,40,34,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/403.png
404,luxio,La altura del pokemon 0.9 m y su peso es 30.5 kg,60,85,49,60,49,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/404.png
405,luxray,La altura del pokemon 1.4 m y su peso es 42.0 kg,80,120,79,95,79,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/405.png
406,budew,La altura del pokemon 0.2 m y su peso es 1.2 kg,40,30,35,50,70,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/406.png
407,roserade,La altura del pokemon 0.9 m y su peso es 14.5 kg,60,70,65,125,105,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/407.png
408,cranidos,La altura del pokemon 0.9 m y su peso es 31.5 kg,67,125,40,30,30,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/408.png
409,rampardos,La altura del pokemon 1.6 m y su peso es 102.5 kg,97,165,60,65,50,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/409.png
410,shieldon,La altura del pokemon 0.5 m y su peso es 57.0 kg,30,42,118,42,88,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/410.png
411,bastiodon,La altura del pokemon 1.3 m y su peso es 149.5 kg,60,52,168,47,138,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/411.png
412,burmy,La altura del pokemon 0.2 m y su peso es 3.4 kg,40,29,45,29,45,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/412.png
413,wormadam-plant,La altura del pokemon 0.5 m y su peso es 6.5 kg,60,59,85,79,105,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/413.png
414,mothim,La altura del pokemon 0.9 m y su peso es 23.3 kg,70,94,50,94,50,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/414.png
415,combee,La altura del pokemon 0.3 m y su peso es 5.5 kg,30,30,42,30,42,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/415.png
416,vespiquen,La altura del pokemon 1.2 m y su peso es 38.5 kg,70,80,102,80,102,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/416.png
417,pachirisu,La altura del pokemon 0.4 m y su peso es 3.9 kg,60,45,70,45,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/417.png
418,buizel,La altura del pokemon 0.7 m y su peso es 29.5 kg,55,65,35,60,30,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/418.png
419,floatzel,La altura del pokemon 1.1 m y su peso es 33.5 kg,85,105,55,85,50,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/419.png
420,cherubi,La altura del pokemon 0.4 m y su peso es 3.3 kg,45,35,45,62,53,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/420.png
421,cherrim,La altura del pokemon 0.5 m y su peso es 9.3 kg,70,60,70,87,78,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/421.png
422,shellos,La altura del pokemon 0.3 m y su peso es 6.3 kg,76,48,48,57,62,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/422.png
423,gastrodon,La altura del pokemon 0.9 m y su peso es 29.9 kg,111,83,68,92,82,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/423.png
424,ambipom,La altura del pokemon 1.2 m y su peso es 20.3 kg,75,100,66,60,66,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/424.png
425,drifloon,La altura del pokemon 0.4 m y su peso es 1.2 kg,90,50,34,60,44,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/425.png
426,drifblim,La altura del pokemon 1.2 m y su peso es 15.0 kg,150,80,44,90,54,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/426.png
427,buneary,La altura del pokemon 0.4 m y su peso es 5.5 kg,55,66,44,44,56,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/427.png
428,lopunny,La altura del pokemon 1.2 m y su peso es 33.3 kg,65,76,84,54,96,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/428.png
429,mismagius,La altura del pokemon 0.9 m y su peso es 4.4 kg,60,60,60,105,105,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/429.png
430,honchkrow,La altura del pokemon 0.9 m y su peso es 27.3 kg,100,125,52,105,52,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/430.png
431,glameow,La altura del pokemon 0.5 m y su peso es 3.9 kg,49,55,42,42,37,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/431.png
432,purugly,La altura del pokemon 1.0 m y su peso es 43.8 kg,71,82,64,64,59,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/432.png
433,chingling,La altura del pokemon 0.2 m y su peso es 0.6 kg,45,30,50,65,50,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/433.png
434,stunky,La altura del pokemon 0.4 m y su peso es 19.2 kg,63,63,47,41,41,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/434.png
435,skuntank,La altura del pokemon 1.0 m y su peso es 38.0 kg,103,93,67,71,61,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/435.png
436,bronzor,La altura del pokemon 0.5 m y su peso es 60.5 kg,57,24,86,24,86,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/436.png
437,bronzong,La altura del pokemon 1.3 m y su peso es 187.0 kg,67,89,116,79,116,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/437.png
438,bonsly,La altura del pokemon 0.5 m y su peso es 15.0 kg,50,80,95,10,45,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/438.png
439,mime-jr,La altura del pokemon 0.6 m y su peso es 13.0 kg,20,25,45,70,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/439.png
440,happiny,La altura del pokemon 0.6 m y su peso es 24.4 kg,100,5,5,15,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/440.png
441,chatot,La altura del pokemon 0.5 m y su peso es 1.9 kg,76,65,45,92,42,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/441.png
442,spiritomb,La altura del pokemon 1.0 m y su peso es 108.0 kg,50,92,108,92,108,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/442.png
443,gible,La altura del pokemon 0.7 m y su peso es 20.5 kg,58,70,45,40,45,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/443.png
444,gabite,La altura del pokemon 1.4 m y su peso es 56.0 kg,68,90,65,50,55,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/444.png
445,garchomp,La altura del pokemon 1.9 m y su peso es 95.0 kg,108,130,95,80,85,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/445.png
446,munchlax,La altura del pokemon 0.6 m y su peso es 105.0 kg,135,85,40,40,85,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/446.png
447,riolu,La altura del pokemon 0.7 m y su peso es 20.2 kg,40,70,40,35,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/447.png
448,lucario,La altura del pokemon 1.2 m y su peso es 54.0 kg,70,110,70,115,70,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/448.png
449,hippopotas,La altura del pokemon 0.8 m y su peso es 49.5 kg,68,72,78,38,42,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/449.png
450,hippowdon,La altura del pokemon 2.0 m y su peso es 300.0 kg,108,112,118,68,72,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/450.png
451,skorupi,La altura del pokemon 0.8 m y su peso es 12.0 kg,40,50,90,30,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/451.png
452,drapion,La altura del pokemon 1.3 m y su peso es 61.5 kg,70,90,110,60,75,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/452.png
453,croagunk,La altura del pokemon 0.7 m y su peso es 23.0 kg,48,61,40,61,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/453.png
454,toxicroak,La altura del pokemon 1.3 m y su peso es 44.4 kg,83,106,65,86,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/454.png
455,carnivine,La altura del pokemon 1.4 m y su peso es 27.0 kg,74,100,72,90,72,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/455.png
456,finneon,La altura del pokemon 0.4 m y su peso es 7.0 kg,49,49,56,49,61,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/456.png
457,lumineon,La altura del pokemon 1.2 m y su peso es 24.0 kg,69,69,76,69,86,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/457.png
458,mantyke,La altura del pokemon 1.0 m y su peso es 65.0 kg,45,20,50,60,120,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/458.png
459,snover,La altura del pokemon 1.0 m y su peso es 50.5 kg,60,62,50,62,60,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/459.png
460,abomasnow,La altura del pokemon 2.2 m y su peso es 135.5 kg,90,92,75,92,85,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/460.png
461,weavile,La altura del pokemon 1.1 m y su peso es 34.0 kg,70,120,65,45,85,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/461.png
462,magnezone,La altura del pokemon 1.2 m y su peso es 180.0 kg,70,70,115,130,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/462.png
463,lickilicky,La altura del pokemon 1.7 m y su peso es 140.0 kg,110,85,95,80,95,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/463.png
464,rhyperior,La altura del pokemon 2.4 m y su peso es 282.8 kg,115,140,130,55,55,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/464.png
465,tangrowth,La altura del pokemon 2.0 m y su peso es 128.6 kg,100,100,125,110,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/465.png
466,electivire,La altura del pokemon 1.8 m y su peso es 138.6 kg,75,123,67,95,85,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/466.png
467,magmortar,La altura del pokemon 1.6 m y su peso es 68.0 kg,75,95,67,125,95,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/467.png
468,togekiss,La altura del pokemon 1.5 m y su peso es 38.0 kg,85,50,95,120,115,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/468.png
469,yanmega,La altura del pokemon 1.9 m y su peso es 51.5 kg,86,76,86,116,56,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/469.png
470,leafeon,La altura del pokemon 1.0 m y su peso es 25.5 kg,65,110,130,60,65,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/470.png
471,glaceon,La altura del pokemon 0.8 m y su peso es 25.9 kg,65,60,110,130,95,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/471.png
472,gliscor,La altura del pokemon 2.0 m y su peso es 42.5 kg,75,95,125,45,75,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/472.png
473,mamoswine,La altura del pokemon 2.5 m y su peso es 291.0 kg,110,130,80,70,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/473.png
474,porygon-z,La altura del pokemon 0.9 m y su peso es 34.0 kg,85,80,70,135,75,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/474.png
475,gallade,La altura del pokemon 1.6 m y su peso es 52.0 kg,68,125,65,65,115,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/475.png
476,probopass,La altura del pokemon 1.4 m y su peso es 340.0 kg,60,55,145,75,150,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/476.png
477,dusknoir,La altura del pokemon 2.2 m y su peso es 106.6 kg,45,100,135,65,135,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/477.png
478,froslass,La altura del pokemon 1.3 m y su peso es 26.6 kg,70,80,70,80,70,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/478.png
479,rotom,La altura del pokemon 0.3 m y su peso es 0.3 kg,50,50,77,95,77,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/479.png
480,uxie,La altura del pokemon 0.3 m y su peso es 0.3 kg,75,75,130,75,130,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/480.png
481,mesprit,La altura del pokemon 0.3 m y su peso es 0.3 kg,80,105,105,105,105,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/481.png
482,azelf,La altura del pokemon 0.3 m y su peso es 0.3 kg,75,125,70,125,70,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/482.png
483,dialga,La altura del pokemon 5.4 m y su peso es 683.0 kg,100,120,120,150,100,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/483.png
484,palkia,La altura del pokemon 4.2 m y su peso es 336.0 kg,90,120,100,150,120,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/484.png
485,heatran,La altura del pokemon 1.7 m y su peso es 430.0 kg,91,90,106,130,106,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/485.png
486,regigigas,La altura del pokemon 3.7 m y su peso es 420.0 kg,110,160,110,80,110,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/486.png
487,giratina-altered,La altura del pokemon 4.5 m y su peso es 750.0 kg,150,100,120,100,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/487.png
488,cresselia,La altura del pokemon 1.5 m y su peso es 85.6 kg,120,70,120,75,130,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/488.png
489,phione,La altura del pokemon 0.4 m y su peso es 3.1 kg,80,80,80,80,80,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/489.png
490,manaphy,La altura del pokemon 0.3 m y su peso es 1.4 kg,100,100,100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/490.png
491,darkrai,La altura del pokemon 1.5 m y su peso es 50.5 kg,70,90,90,135,90,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/491.png
492,shaymin-land,La altura del pokemon 0.2 m y su peso es 2.1 kg,100,100,100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/492.png
493,arceus,La altura del pokemon 3.2 m y su peso es 320.0 kg,120,120,120,120,120,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/493.png
494,victini,La altura del pokemon 0.4 m y su peso es 4.0 kg,100,100,100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/494.png
